id,titulo,fragmento_id,texto_fragmento,cluster,x,y
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,2,"muy, muy chéveres. Así que los dejo con el episodio de la semana junto a Aleja Henao. Quiero empezar con una pregunta y es ¿Quién es Aleja Henao? Bueno, ¿Quién es? Yo me defino como alguien muy curiosa, eso no es el título primero, no me gusta, porque además ahorita no tengo un título directo que te diga, mira, soy la de no sé quién, de no sé dónde, o la que estudió no sé quién, no sé, no. Entonces es una persona muy curiosa, que le gusta aprender, pero sobre todo enseñar, porque se dio cuenta que cuando enseñaba, aprendía el doble. Que está apasionada y tiene la misión muy dentro de su corazón, y que ya lo está haciendo y está dando pasitos para democratizar el acceso a la tecnología, porque ahora sí trabajó, y bueno, no, emprendedora desde chiquita, vendía dulces. en el colegio, fui parte de",3,-3.484059,5.140127
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,3,"los scout, yo creo que de ahí viene todo este tema social, más grande, entré a estudiar tecnología, soy autodidacta, entonces por eso el tema de aprender, pero también de chiquita hacía muchas presentaciones, entonces hice las hacía mis muñecas, porque soy hija única, entonces como que conecté con eso, y dije bueno, sí, me gusta, entonces empecé a dar conferencias, desde que aprendí cómo, Usar HTML, que es un programa, bueno, lenguaje de programación. Les enseñé. Y de programación, de las páginas web. Cuando apenas supe que era eso, cómo ponerle un color a una vaina, dije, tengo que convertírselo a alguien. Y se los compartí a mis amigas. Luego entré a trabajar al mundo de la tecnología en startups, en empresas de base tecnológica que crecen muy rápido. Estuve ahí cinco años. Y hoy me dedico de lleno a enseñar cómo usar la tecnología de forma fácil y",0,-5.815272,3.4177592
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,4,"práctica a jóvenes, a organizaciones, a personas mayores, para que realmente resuelvan problemas que tengan en el día a día. No es usar la tecnología por usarla, sino saber qué cosas tiene WhatsApp, cómo uso Google Maps para mi emprendimiento, cómo le saco el provecho a ChatGPT, que ya está tan famoso en estos días. Entonces, a eso me dedico y creo que eso cuenta mucho de lo que soy. Todo lo que me acabas de decir y todo lo que es Aleja no vino de la noche a la mañana. O sea, eso tuvo un proceso bien largo detrás. Y esto me lleva a la siguiente pregunta. ¿Lo que eres hoy lo soñaste de niña? ¿Cómo fue tu proceso desde muy, muy atrás? Bueno, entonces, desde chiquita... Ah, bueno, ahora la conecto mucho con... ser conferencista, con hablarle a públicos, porque es uno de los miedos más irracionales de",0,-4.4309764,3.6964781
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,5,"los seres humanos. Y eso le pasó a Aleja Chiquita. Cuando dio su primer discurso en el jardín, graduándome de transición, me pusieron a leer y no me acuerdo, pero me cuentan que empecé a llorar desconsoladamente. Entonces me ponía... ¿Sabes cómo? Aquí al frente, muerta del susto, me dice mi mamá, aún llorando, y entonces agradezco una cosa demasiado chistosa, pero lo hice, llorando, con miedo, que se fueran a reír, que fueran a pasar vainas, lo hice, luego tuve que repetir la decisión, y ahí ya. La más tesa me lo aprendí, solo tenía la hoja de guía e hice el discurso de grado otra vez de transición por allá, pero ya como mucho más tranquila, influyó mucho mis profesoras, mi familia, ya me sentía como con más habilidades y herramientas para hacerlo. Luego pasó este tema de, yo me sentaba literal y decía PowerPoints. Me acuerdo dos",3,-6.0854726,5.3161807
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,6,"mucho. Uno, me puse a investigar sobre lugares raros en el mundo. Encontré las Islas Canarias, entonces armé las diapositivas, fui a investigar y las hice. Y otro, porque siempre me fascinó el espacio, porque mis papás me pusieron en cuánto curso hubiera. Plastilina, dibujo, natación, patinaje, todo. Para que yo explorara a ver cuál. que es un privilegio, sin duda, para ver cuál pegaba, cuál me gustaba más. Entonces, en ese espacio hice una presentación. Hice la presentación porque literalmente senté a investigar, hice las diapositivas, pero se las hacía a mis papás y a mis muñecas. O sea, eso no era pues desde el inicio una cosa tan grande. Me fue gustando. Yo dije, ok, quiero trabajar en la NASA. Me dijeron que para eso había que ser geóloga. de una vaina científica, del geólogo, soñaba con eso. Luego me dijeron, no, hay que ser físico. Cuando usted",7,-5.2712054,3.1266198
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,7,"es físico, llega la NASA. Quiero ser físico. Entonces, cuando llegó décimo, en el colegio, en la escuela, bueno, si había alguna colombiana por ahí, la ponemos después. En décimo, me tocó hacer las prácticas del colegio y eran de contabilidad, no eran de tecnología ni nada de eso. Pero... Mi mamá me había llevado a un evento donde habíamos conocido una física que tenía una empresa de inteligencia artificial. Entonces nos acordamos de ella, hicimos todo, toda la... romper el esquema porque a mí me iban a mandar pues a hacer cobranza por teléfono. Dije, no, queremos mandarla para allá porque yo quería ver cómo eran los físicos y cómo yo iba a llegar a la NASA. Y me di cuenta de una vaina completamente distinta, que eran físicos detrás del computador poniendo eléctricas y numeritos, programando. Y no los que iban a la luna. Sí. Y yo, ¿ustedes",0,-4.291077,3.2448773
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,8,"van a llegar a la luna ahí con ese computador? Y yo, oiga, no. O sea, estudiamos física, pero más bien nos fuimos por el lado de datos. Bueno, me mostraron un mundo distinto, el mundo de la tecnología. Aprendí mucho de ellos. Iba acá ocho días. Me dejaron ir acá ocho días como a hacer cositas, a preguntarles cosas. Muy interesante. Ahí estuve por primera vez en una startup, que para mí eso se convirtió en la realidad de las empresas. Vamos por partes. Antes de continuar, Quiero hacer una pregunta, que es la primera pregunta que te mandaron. Ok. Y esto lo quiero, o sea, esta pregunta la quiero relacionar con otra, pero bueno, Sebastián Martínez me preguntó, ¿qué le dirías a esa niña que quería ser astronauta? Porque, antes de que me contestes, lo relaciono como con, o sea, no hubo como, o sea, ¿cómo lo tomaste?",0,-5.2895494,3.3263807
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,9,"Como una decepción o como, wow, o sea, los físicos no van a la luna, pero... Lo que veo que hace esta señora es increíble, así que la luna puede esperar. Me quiero ir por acá a ver qué pasa. ¿Cómo fue? Mira que esas preguntas, o sea, yo siempre he querido hacer, y tengo un montón de vainas de la NASA, y tengo en mi cuarto una sección dedicada. Mira el fondo, o sea, es un tema que me suena mucho, pero que igual lo vi como muy complejo, ¿no? Yo lo veo así hoy, incluso después de tener el conocimiento que tengo en tecnología. Digo, igual es un tema como más científico, como de más tiempo, un tema de investigación, y mi mente inquieta, quizás algún día nos lleve a la NASA, pero volviendo a la pregunta, eso como contexto, pero ¿qué le diría a esa niña que",0,-4.594199,3.3811717
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,10,"quería ser astronauta? Bueno, uno que en el camino nos dimos cuenta de algo que también nos apasionaba mucho, más que llegar a la Luna, y era, uno, como yo me convertía en referente, en una industria en la que no prevalecían las mujeres, que no prevalecían las mujeres jóvenes líderes que saben de tecnología, porque me di cuenta en ese momento con los físicos, me dijeron, oiga, no, usted no tiene que llegar a la NASA para hacer cosas que salven al mundo, porque creo que ese es al final el sueño, ¿no? Como una vez leí un libro, Judy Moody salva el planeta, era una historia de una niña que hacía cosas como de reciclaje, que bueno, quizás, La forma era ser astronauta, ¿no? Si yo salgo del planeta y lo veo desde afuera, llego a la luna, puedo contribuir a salvar el planeta desde allá. Y me",0,-4.5992785,3.2067037
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,11,"di cuenta en el camino, y para esa aleja que quería ser astronauta, lo que quería en realidad esa aleja chiquita era salvar el planeta. Salvar el planeta hoy significa dar educación de calidad, hoy significa convertirme también en esa persona referente que para más niñas... O para más jóvenes, díganos que acá hay otra forma de salir de los retos y problemas que tengamos cada uno, cada una, no solo en tecnología, pero con el emprendimiento. Entonces empiezan a salir un montón de vainas en el camino que siento que igual vamos para allá, no en ser astronautas, quién sabe, quiero ir a la NASA y salir, pero que hoy se transformó en educación y se transformó en tecnología como el motor que me permite. llegar allá, al menos en este futuro presente, cercano. Entonces, eso le diría, que igual sí estamos salvando el planeta a nuestra escala. ¡Qué",0,-4.6299477,3.139592
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,12,"loco! Y entonces, o sea, volviéndolo a conectar en la parte de la historia donde íbamos, empezaste a ir, eso, todavía estabas en el colegio, ¿no? Empezaste a ir cada ocho días y, o sea, ¿qué pasaba por tu cabeza? Porque, o sea, no sé, pero por lo menos en la cabeza del Juan Pablo más chiquito, Eso sería un sueño. De pronto no con startups en sí mismo, pero por ejemplo a mí me pasó con Naranja Media, que es una productora brutal de podcast. Y yo decía, pucha, ¿dónde me dejen entrar allá? ¡Qué locura ver cómo sucede la magia! O sea, realmente uno que es un bicho raro en este tipo de cosas se siente como si... O sea, es mejor que estar en Disney, la verdad. Y conectado para mi Disney y volviendo. Todo tiene que ver con mi infancia. Me he dado cuenta y también",5,-1.7415948,3.7694848
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,13,"hablando con muchos adultos. Ahí hay algo. En esa infancia, en esos gustos, en qué te gustaba ser de niño, hay información muy valiosa que uno a veces dice, ay, bobadas. No. O sea, hay gente de 50 años que me dice, total, cuando yo era chiquito me gustaban los números y por eso yo soy financiero. ¿Ve? O sea, ahí empiezan a conectarse esas cosas. Entonces, sobre la historia. Y volviéndonos, otra cosa nueva de la infancia. Yo amaba ir a DiverCity, que era un parque que uno simulaba que trabajaba. Quizás porque siempre vi a mis papás muy trabajadores, muy comprometidos y apasionados con lo que hacían. Entonces creo que por ahí viene como mi gusto por trabajar, de alguna forma. Yo les pedía formatos del banco. Trabajaban en un banco. Yo les pedía cuánto formato hubiera para poder llenar. Entonces llegué ahora a esta empresa, que yo",1,-6.3806844,4.827881
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,14,"nunca sabía que era una startup, yo no soñaba trabajar allá, y poder llenar esos formatos en la vida real, que era porque, pues como era el centro del tema de contabilidad, me dijeron, no, hágalo con un software. Cuando en el colegio me estaban diciendo, no, hágalo en Kardex, en un papel, y yo, ¿en serio? ¿Con el computador? Sí, mire, usted ve aquí el número, lo pasa acá y eso pasa automático. ¿En serio? O sea, Disney, literal, o sea, un mundo de posibilidades, donde además no tenían horario, yo no me tenía que poner uniforme, o sea, como que rompían todos los esquemas y yo, y así funciona una empresa, o sea, de verdad, así funciona el mundo, esto es más chévere que Diversity, esto está muy bueno para ser cierto. Entonces, creo que fue eso, como darme cuenta y confirmar que sí me gustaba por ese",0,-5.854944,3.1875155
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,15,"lado. Y también como yo empezaba a ponerle numeritos y letricas al computador para que hicieran cosas tan locas como lo que ellos estaban haciendo en ese momento. Y fue la primera vez que escribí Hola Mundo, que es un hito para todos los que trabajamos en tecnología, con ese primer lenguaje que fue Python. Yo les dije, oiga, yo quiero, ¿cuál contabilidad? Ni que nada, ayúdenme, que yo quiero hacer lo que ustedes hacen. Y me pusieron un curso que estaba en inglés, yo no sabía nada de inglés, entonces tenía el traductor a este lado. el curso este otro ponía cinco segundos, escribía lo que decían, entendía y seguía. Es una cosa chinomática. Pero así fue como hice ese primero La Mundo y donde empecé a ver el mundo real. Y no lo puede creer, para mí todavía era un juego. Hoy todavía creo que es un juego.",6,-4.679401,5.4229026
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,16,"Entonces, pues bueno, algo así se vio esa primera experiencia. ¿A ti no te parece que, o sea, ahorita que hablamos de eso, ¿no te parece que en muchos casos, por no decir que en la mayoría, hay como una desconexión entre, o sea, en la cabeza de un joven de nuestra edad hay una desconexión entre lo que representa el mundo real y el mundo, o sea, y las burbujas, ¿sabes? Porque, por ejemplo, cuando uno está en el colegio e incluso muchas veces en la universidad, como que sigue en una burbuja donde en mi vida solo pasa la universidad y el resto a mí no me concierne, no me importa, y a mí me va a importar el mundo exterior. Cuando yo tenga un cartón, eso me parece tan absurdo que yo digo, o sea, ¿en qué cabeza cabe eso? ¿No? ¿Tú qué piensas al respecto? Entonces",7,-6.8180585,3.280972
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,17,"yo decía, vea, primero lo volátiles que somos, ¿no? Entonces, por cosas de la vida, por los cursos, por mis papás, por un montón de factores, dije, lo mío es ir a la NASA, ¿sí? Entonces, ¿qué tengo que hacer? Empecé a preguntarle, oiga. Pues al lado mío no había nadie que trabajara allá, entonces me tocaba, ¿usted qué sabe de esa gente? Entonces, ¿qué geología? ¿Qué ser científica? ¿Qué ser física? Hasta que no me senté literal con un físico. Me dijo, bueno, sí, pues es uno de los caminos, pero se va a demorar un montón y bla, bla, bla. Miré y este otro. Entonces, sentarme, tener la oportunidad de ver, como tú dices, la realidad, porque yo la tenía idealizada. Salgo, estudio física, apenas tenga ese cartón firmado, alguien va a decir, ay, tú ya tienes la puerta de entrada que era el cartón. Ven, sigue, siéntate.",0,-4.2502894,3.3826423
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,18,"Y no pasa así también. Fue darme cuenta de eso. Yo les preguntaba, bueno, ¿y dónde estudiaron física? ¿Y por qué lo hicieron? Blah, blah, blah. Dijeron, no, lo que hacemos hoy, más allá de ser físicos, lo aprendimos en cursos. Yo, ¿cómo? ¿Y los contrataron por saber cursos? Sí. Y yo ahí, ahí se me volvió a romper el cerebro. Yo dije, ¿cómo así? O sea, hay gente que... Ellos habían ido a la universidad, pero pues lo que hacían en su día a día no era ejercer, ser físicos, ser científicos, sino combinarlo con programación, con el mundo de la tecnología y resolverle problemas a empresas a través de eso. Entonces me quedo como la espinita. Empiezo yo con este curso que no sabía inglés y ponía el uno y ponía el otro. Digo, quiero aprender más de esta vaina, a ver a dónde nos lleva. me ganó",3,-6.513863,3.3534257
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,19,"una beca del MINTIC, del Ministerio de las Tecnologías del gobierno de mi país, aquí en Colombia, y justamente en Platzi, y en ese entonces, en 2019, tenía 16, 17, empiezo yo a estudiar esta vaina, o sea, ciencia nuclear, o sea, una vaina que yo antes de entender matemática básica, yo estaba viendo algoritmos, redes neuronales, y yo... honestamente, y hoy públicamente puedo decir que yo solo pasé sus exámenes para que no me quitaran la licencia de Platzi. Dije, no, ay, que esto está muy avanzado, o sea, ya. Bueno, sí, estuvo chévere, pero no podía hacer nada en ese momento con ese conocimiento, honestamente. Interesante, pero... Y me consumí todo lo demás. Liderazgo. proyectos, manejo las emociones. Solo que me fuera gustando y sintiera yo que fuera como más masticable, más fácil, me empecé a comer todos esos cursos a mi ritmo, mi forma, unos más que",3,-5.762966,3.9549282
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,20,"otros, y llegó la pandemia. En 2020, estaba en mi último grado del colegio y tenía mucho más tiempo libre. Entonces, me comí todos los cursos, marca personal. gestión de proyectos, lo que genuinamente me fuera gustando, aquí no había ningún profesor ni ningún nadie diciéndome, tiene que hacer esto, va a cumplir, ya lo había cumplido, ahora sí me dedico como a lo que mi corazón decía, y me empecé a comer todos esos cursos, no sé si seguimos con la historia, pero... algo así empieza a pasar, ya a ese momento de tomar la decisión de qué vas a hacer con tu vida cuando te gradúes. Antes de seguir ahí, justamente estaba buscando acá, porque tengo varias noticas y estoy ciego, entonces estaba ahí súper concentrado, pucha, ¿dónde está? Pero ya la encontré. Caro, tu amiga, te mandó la siguiente pregunta, que yo la conecto perfecto con lo",6,-5.873654,4.190349
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,21,"que estamos hablando ahorita, porque tiene todo el sentido, y es... ¿Alguna vez sentiste que no te tomaban en serio por tu edad o por no tener un título profesional? Sí, pero saltamos en la historia porque es que eso no pasó ahí. Termino de contar la historia, saltamos a ese momento. Bueno, ¿qué pasó? Entonces, empiezo virtual. Yo siempre... Tuve buenas notas, era muy viciosa, tenía muchas amigas, seguía con mi tema de comunidades que en ese momento eran los scouts, no se encierran. Y empiezo yo a conectarme más con las comunidades de tecnología virtuales, que eran las de Platzi en principio. Entonces yo empiezo a ver gente, chévere, no sé qué. Tengo que tomar la decisión al momento de graduarme. Yo le dije a mi mamá, por nada yo estudio virtual. O esperamos que se acabe el mundo o algo hacemos, pues yo no la estudio. encontramos",3,-6.2146072,3.3435497
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,22,"un bootcamp como una formación mucho más rápida para estudiar desarrollo de software, uno de los cursos que yo había hecho era un tema de programación web por ahí, cuando eso era una vaina volando, y bueno eso me parece que tiene más sentido a nivel de tecnología porque yo le digo, oiga color rojo, y lo había rojo esto sí, en cambio con el otro lado que era como no, el modelo y la cosa lo sentía muy lejano para en ese entonces, entonces dije bueno, sí hagámosle Era virtual. Pero pues ya me iba a graduar, o sea, ya tenía que tomar una decisión también porque mis papás no podían trabajar en una pandemia y no parecía que eso fuera a solucionarse en pleno 2020. Nos morimos, se acaba el mundo. Y empiezo yo entonces a estudiar eso. O sea, el día que fue mi última clase del",0,-6.3689513,3.459036
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,23,"colegio, entro yo al bootcamp. Me llaman y me dicen, ¿fuiste la primera mujer a aceptar el programa? Y yo, o sea, la primera mujer, imposible. Éramos como 80 y éramos como 6 mujeres. No jodas. Y eso me trae esta pregunta. Yo no, de entrada uno no dice, oiga, vamos a entrar a una industria donde vayan a haber muchas barreras para mí, ¿no? Para lo que soy, para lo que tengo hoy. No, uno no lo piensa de esa manera claramente, pero en el camino, y esa fue la primera vez que me pasó, yo como que se hizo. Y de las... 60 que nos graduamos del colegio, por ahí 3 o 4 escogimos algún área STEM en ese momento. Entonces, a mí me empieza como a cagar el tema, ¿sabes? Como, hmm, qué extraño. Entonces, no fue que no me tomaran en serio, al menos en ese",3,-6.685686,3.8878999
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,24,"punto, y me pasó al contrario, algo chistoso. Nos tocó, bueno, avanzamos en el programa, nos tocaba hacer como la tesis y todas las... los participantes del programa ya tenían una carrera en ingenieros civiles, químicos, farmacéuticos y estaban cambiando. Yo estaba haciendo mis primeros pasos en el mundo de la tecnología y me dijeron en mi grupo, hombres, todos hombres, yo era la única chica del grupo, la más joven, dijeron, ¿sabes qué? Tú vas a ser la Scrum Master como la líder porque tú eres chiquita y a ti sí te hacemos caso. Y yo, así, de verdad. O sea, yo todavía me acuerdo. Y yo, ¿en serio? Yo, bueno, saca a las chiquitas. Listo, hagámosle. Y pues siempre fui una líder en mi grupo, en las comunidades, en lo que hacía. Entonces, para mí, pues era un tema más natural y prefería ser la líder que estar",1,-6.4710426,4.063519
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,25,"como echando código. Entonces, dije, bueno, hagámosle. Yo defino las tareas y qué hacemos. En algún punto me dijeron, oiga, no, bueno, también tome las notas de la reunión. Y yo, ah. Tampoco, tampoco. Entonces para el tema administrativo y yo no. O sea, hacemos una herramienta, hagamos algo, escribo a cada uno sus tareas, pero es una cosa distinta ser la líder a ser la que se encarga de las cosas administrativas que históricamente nos ha pasado. Llegó el momento de conseguir mi primer trabajo. Yo sabía que me tocaba un poquito más difícil. Antes de seguir, antes de seguir. O sea, porque imagino que eso todavía era pandemia, ¿cierto? Hay una pregunta que te mandaron tus papás y es que creo que esta no está en la lista que tuviste. Y es, ¿qué mentalidad o necesidad te hizo ver la pandemia como una oportunidad y no como un",3,-6.0456305,4.5994425
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,26,"obstáculo? No sé si esa está, pero esto me lleva a pensar en, venga, mucha gente cuando se cerró todo. O sea, para ellos se les vino el mundo abajo, ¿no? Y hay que tener una mentalidad, una forma de ver las cosas muy, muy, o sea, no quiero decir específica, pero por lo menos un poco diferente. Porque, bueno, o sea, como te digo, para mucha gente se les vino el mundo abajo. De una. Sí, y ahorita retomamos la de tomarme en serio porque se han sido varios en el camino. Sí, tranquilo. Yo regreso a las conversaciones. Ya volvemos. Sí, la pandemia, porque aquí ya vamos saliendo de la pandemia en cierta forma. ¿Qué pasa? Uno, yo me la paso por fuera de mi casa todos los días, a toda hora. Yo decía, oiga, el día que yo me quede en mi casa y pueda sentarme a",7,-4.7801304,3.9637735
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,27,"estudiar o pueda sentarme como a dedicarme a hacer una vaina, ese día va a ser muy chévere. Paso. Pues eso, no creo que haya manifestado la pandemia, ojalá. Pero ya era todos los días, a toda hora. pues el currículum del colegio se volvió más corto, era una dinámica distinta. Al inicio me costó mucho, debo confesarlo. O sea, yo ya no participaba en clase, no prendía la cámara, para mí era imposible prender el micrófono, decía, qué boleta. No sé, pues supongo que no nos habíamos enfrentado nunca a una vaina así. Pero, y por el tema de las comunidades y lo que te mencionaba ahorita, me di cuenta que uno, todos estábamos en las mismas. Todo el mundo estaba sentado en la casa, no sé qué, guardado. Entonces ahí empezó a caer en mi cabeza, o sea, tengo mi disposición a cualquier persona del mundo, del planeta",7,-5.031512,3.6328228
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,28,"entero. Porque entonces empecé a aprender de LinkedIn, a aprender de otras cosas, de redes sociales, de no sé qué. Y dije, oiga, yo puedo llamar al que a mí se me la gane. Y como está en la casa, es más fácil porque me va a contestar. ¡Brutal! No, o sea, para mí fue el cielo y también porque eso. Me podía dedicar de lleno a estar en mi casa, estar en el computador, ver videos, hacer un montón de vainas. En algún punto se volvió aburrido, ¿no? Debo confesarlo. Pero al inicio dije, es el momento, o sea, es aquí, ¿dónde va a ser? Y más porque también buscaba como entretenerme, como estar ocupada, entonces por eso como que en parte también fue la opción de tomar el programa. Y más allá, pues por una necesidad puntual, que eran mis papás, mi papá trabaja en Uber, mi mamá,",7,-5.370209,3.9463468
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,29,"me cuidaba, entonces no habían ingresos, y el programa decía, vamos a dar un estipendio de 300 mil pesos al mes para el internet. Yo dije, golazo, o sea, estudio y me van a pagar, Diosito, gracias. Entonces creo que fue, además, atado a una necesidad, porque pues, de nuevo, lo hemos visto en la historia, yo nunca dije, quiero ser desarrolladora cuando sea grande, no. Y dije, voy a poner todos los huevos de la canasta aquí, yo no sé si esto va a funcionar, pero al menos va a ser nueve meses y no cinco años. Entonces, vamos a hacer una apuesta grande, le voy a meter toda la ficha, porque además necesitaba lograrlo para tener una buena calidad de vida, para sostenernos en familia. Ahí pasa, entonces, bueno, saliendo al tema, decimos la tesis y no sé qué. Al quinto mes, yo, la mañoña, o sea, cosa",0,-5.36632,3.217022
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,30,"que me decían ahora el Indy, yo lo haría. Comparta contenido, yo compartiría contenido. Le das estos... Libros, ahora estos cursos, yo los hacía, o sea, al pie de la letra, aplicando todo eso que me estaban diciendo. Sulfió efecto en una de esas conversaciones que nos llevaban cada miércoles de un emprendedor muy teso. Conozco al que fue mi primer jefe. Digo, me encanta lo que hace. Le escribí por LinkedIn. Y creo que ahí va respondiendo ese tema de no tener título, no sé qué. Le escribí por LinkedIn que había una vacante. en su empresa que me gustaría ser parte, ser project manager, ser líder del proyecto. Yo leí, me acuerdo mucho de leer las especificaciones, y era como trabajo en equipo, liderazgo y ser organizador. ¿Las cumplo? Soy yo. Y a mi alrededor, yo sé que ellos no me lo dijeron, pero mi profe de proyecto",1,-6.128587,3.823774
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,31,"de grado, mis papás, mi familia, nadie me dijo, usted no puede. Pero todos decían, bueno, dejémosla que se estrelle. Entonces, ¿cómo que me hacían? Les hacía preguntas y ellos me respondían, pero como que yo sentía de alguna forma que ellos eran como, pues no le vamos a dañar pues su ilusión. Pasó que yo me senté con mi profe y le dije, dígame qué es Scrum, dígame todo, no sé qué, me preparé. Porque al momento, ah bueno, me respondió y me dio espacio para una entrevista, porque yo le dije, hola, te vi en tal lado, no sé qué, como me habían dicho que tocaba hacerlo. Y en la entrevista... Me dijo, me encanta. O sea, era como, he hecho proyectos en el colegio. Yo sé, sí, estoy aprendiendo Scrum Master, no sé qué. Soy desarrolladora. Y me dijo, oiga, si estamos con alguien junior, pero no",3,-7.040157,4.536031
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,32,"tan junior, ¿sabes? Y yo, no, pues, total. Pero de pronto de QA, ¿te gustaría? Y yo, ni idea que era QA. Y yo, sí, sí, de una. Luego supe que era hacer pruebas al software. Menos mal, no sé en dónde estaría. No sé por qué dije que sí. Pasaron unas semanas y me volvió a llamar y me dijo, ¿vas a tener un encuentro con tu próxima jefa? Me senté con ella y más allá en una entrevista yo le pregunté, ¿y qué es un project manager? Y cuando te levantas, ¿qué haces? O sea, la entrevisté yo a ella. Dije, mira, ¿cómo te tratas cuando salgamos de acá? Yo ya sé qué quiero hacer por el resto de mi vida. Quiero dedicarme a hacer esto. Gracias. Bueno, el resto es historia, entré a la empresa, tocó sacar un permiso en el Ministerio del Trabajo porque era menor",3,-6.865445,4.17513
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,33,"de edad, apostaron por mí, tres meses de shadowing, de estar con mi líder aprendiendo de ella, y a los tres meses me soltaron el primer proyecto. Entonces, más allá de que no confiaran por un tema de título o cosas así, creo que era un tema más de yo cómo me vendía, y creo que aquí el mensaje es... Yo no tenía ni el cartón firmado porque no me había graduado, ni ninguna vaina que usted diga, no, sí, ella es. Más allá de yo comprometerme a seguir aprendiendo, a estar dispuesta a ponerme a hacer lo que fuera. Y esas ganas de querer hacerlo, yo siento que jugaron ahí. Más adelante en el camino vamos a explorar otros, pero esa es la historia de cómo llegué al primero de mis trabajos y de ahí en adelante muchísimos más. pero no fue un impedimento. Yo me pude creer el",3,-6.2103806,4.5617805
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,34,"cuento, ¿sí? Yo sí, pero no, yo no sé nada, no me he graduado, no. Al contrario, con lo que tengo, vamos a ver. Y todo el mundo era como, en serio, te dieron un trabajo. Y yo, sí, empieza tal día. Era como, no puede ser. Y te van a sacar el permiso que les vale un montón a la empresa. Yo, sí. Entonces, sí se puede, sí se puede. Me acabé de graduar, estaba aprendiendo apenas y entré. Y no de aprendizaje ni nada. Real. Y me estaba ganando más del mínimo en esa época. No, me gané la lotería, mejor dicho. Bueno, si llegaste hasta acá es porque te está gustando el episodio que estás escuchando el día de hoy, que en este caso es el de Aleja y Nao. Y nada, hay una cosa que ayuda muchísimo a Inminente Podcast a crecer y es que califiques",3,-5.1787105,4.9471087
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,35,"el podcast en la plataforma en la que te encuentres. Sea Spotify, sea Apple Podcast, sea YouTube dejando tu like o tu comentario. Así que... De nuevo, si quieres apoyar Inminente, lo puedes hacer de forma gratuita dejando tu calificación, tu comentario, o simplemente compartiendo este episodio con alguien que tú consideras que podría aprovechar mucho esta información y esta conversación que estamos teniendo el día de hoy. Así que, con esto dicho, volvemos a la conversación y al episodio con Aleja Henao. ¿Sabes qué es una cosa? Tengo un montón de apuntes en mi cabeza guardados de todo lo que has dicho en esta última parte. Lo primero... es que, o sea, yo creo que en la pandemia muchas cabezas se conectaron alrededor de lo mismo. Porque Inminente comenzó en 2020 a raíz de que también estaba en la casa, el colegio por fin se volvió una cosa tan",5,-1.1690888,3.9005551
ep110,De soñar con la NASA a romper el libreto | Aleja Henao,36,"mínima que yo tenía el 90 % de mi vida para hacer lo que me diera la gana. Entonces yo decía, bueno, acabé las clases, ¿ahora qué voy a hacer? No puedo salir, no puedo hacer absolutamente nada. Eso o morir en TikTok todo el día. Entonces, empiezo a conocer un montón de gente y yo dije, parce, o sea, puedo escribirle a quien me dé la gana. Pero, eso no solo fue una ventana, y es un apunte que me parece muy importante, no solo fue una ventana por la pandemia. O sea, actualmente, y de hecho, Inminente sigue vivo por eso. Porque yo todos los días le mando mensajes por Instagram, por Gmail, a todo el mundo. O sea, si... Si tú miras mi correo electrónico, es muy divertido porque yo le apunto a todo el mundo. O sea, yo mando unos correos que son absurdos. Pero algunos",7,-4.8074307,3.5829234
